In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Time Core,Worker Time Block,Worker Time Block@ Time Calculation Clean Trace Start(CT)*S,8$24061,Worker Time Block@responds Time Calculation Clean Trace View-View Conclusion Step(BUIR)*S[brmb]+PA,"62$12929,26$73252"
Time Core,Time Calculation Complexity Tree Node,Time Calculation Complexity Tree Node@ Time Calculation Complexity Tree View Start(CT)*S,8$24469,"Time Calculation Complexity Tree Node@get Time Calculation Complexity Node from Parm (Recursive)(GRS)*P*S[rsmb]+???

Time Calculation Complexity Tree Node@responds Time Calculation Complexity Tree View (Root)- Conclusion Step(BUIR)[brmb]",62$13179
Time Core,Time Approval Parameter Container,Time Approval Parameter Container@ Send Back Worker Time for Date Range start(CT)*S,8$24741,Time Approval Parameter Container@responds Send Back Worker Time for Date Range confirmation- Subsequent Step(BUIR)*S[brmb],62$13353
Time Core,Time Off Event,Time Off Event@ Send Back Worker Time for Date Range confirmation(CT)*S,8$24742,"Action Event@process Invoke Manual Send Back(PU)*P(public)[pumb]+PA+DT

Time Approval Parameter Container@responds /You've sent back the time...-Mini Conclusion Step(BUIR)*S[brmb]

Worker Coordinated Time Block@get Approvable and Authorized Time Off Events from Time Approval Parameter Container(GRS)*P*S[rsmb]+PA",62$13354
Time Core,Time Approval Parameter Container,Time Approval Parameter Container@ Review Time initiate from calendar(CT)*S,8$24872,"Time Approval Parameter Container@responds Review Time and Approve Start- Subsequent Step(BUIR)*S[brmb]+???

Worker Coordinated Time Block@responds Review Time/...- Conclusion Step(BUIR)*S[brmb]+???+PA","62$13444,62$12612,26$93478,19$111783,26$87978,13038$7498,26$87979,26$89169,26$89170,2663$45714,18$64886,18$64887,92$24,19$126201,92$25,18$63869,18$63870,18$63871"
Time Core,Time Tracking API (Derived),Time Tracking API (Derived)@ Enter Time by Week (High Volume) Start(CT)*S,8$25162,"Time Tracking API (Derived)@responds Enter Time Multi Day- Subsequent Step(BUIR)*S[brmb]+PA+TG

Worker Coordinated Time Block@responds Enter Time/...- Subsequent Step(BUIR)*S[brmb]+PA-TG","62$11322,62$14637,2663$26542"
Time Core,Time Tracking Day (derived),Time Tracking Day (derived)@ Enter Time Multi Day(CT)*S,8$26907,"Time Tracking Day (derived)@process Enter Time Multi Day(PU)*P*S[pumb]

Worker Coordinated Time Block@responds Enter Time Weekly-Mini Conclusion Step(BUIR)*S[brmb]",62$4950
Time Core,Time Type,Time Type@ Set Default Projects Search Criteria(CT)*S,8$27758,Time Type@responds Set Default ~Projects~/...- Subsequent Step(BUIR)*S[brmb]+???,62$15180
Time Core,Worker Time Block,Worker Time Block@ Get Calculated Time Blocks Request(CT)*S,8$28540,Worker Time Block@responds respond with Calculated Time BlockWorker Time Block@build Calculated Time Block Response(BE)*P*S[remb](BWSR)*S[brmb],171$6024
Time Core,User Overtime Request Block,User Overtime Request Block@ Delete Overtime Request Start(CT)*S,8$28942,User Overtime Request Block@responds Delete Overtime Request/...- Subsequent Step(BUIR)*S[brmb],62$16429
Time Core,User Overtime Request Block,User Overtime Request Block@ Overtime Request Event Start(CT)*S,8$28943,User Overtime Request Block@responds Request Overtime/...- Subsequent Step(BUIR)*S[brmb],62$15945
Time Core,User Overtime Request Block,User Overtime Request Block@ Edit Overtime Request Start(CT)*S,8$28944,User Overtime Request Block@responds Edit Overtime Request/...- Subsequent Step(BUIR)[brmb]+PA,"19$16631,62$15944,26$103915"
Time Core,Overtime Request Event,Overtime Request Event@ Overtime Request Block Details(CT)*S,8$28945,"Common Instance Set@get Overtime Request Event parm if it exists and not Editing Overtime Request else New Instance(SS)*P*S(public)[rsmb]+PA

Common Static Methods@responds Mini Conclusion-Mini Conclusion Step(BUIR)*S(public)[brmb]+???

Event Behavior@responds Event Confirmation View MSS- Conclusion Step(BUIR)(public)[brmb]+???

Overtime Request Event@process Overtime Request Block Details(PU)*P[pumb]+PA","62$2464,62$16416,62$18178,62$7219,62$16533,62$14230,62$12684,62$18412,62$17743,62$18031"
Time Core,Overtime Request Event,Overtime Request Event@ Revise Overtime Request Start(CT)*S,8$29181,Overtime Request Event@responds Overtime Request Block Details- Subsequent Step(BUIR)[brmb],62$16123
Time Core,User Overtime Request Block,User Overtime Request Block@ View User Overtime Request Block on Calendar Start(CT)*S,8$29344,"Calendar Container Entry (Derived Interface)@get Calendar Container Entry Instance [Singular](IOP)*P*S[rsmb]

User Overtime Request Block@responds Overtime Request/...- Conclusion Step(BUIR)[brmb]",62$16228
Time Core,Overtime Request Event,Overtime Request Event@ Delete Overtime Request(CT)*S,8$29611,"Common Static Methods@responds Mini Conclusion-Mini Conclusion Step(BUIR)*S(public)[brmb]

Overtime Request Event@process Deletion of Overtime Request(PU)*P[pumb]+PA",62$7219
Time Core,Project Time Manager Approval Setup,Project Time Manager Approval Setup@ Edit Project Time Approval Settings Start(CT)*S,8$29871,Project Time Manager Approval Setup@responds Edit ~Project~ Time Approval Settings/...- Subsequent Step(BUIR)*S[brmb],62$16592
Time Core,Project Time Manager Approval Setup,Project Time Manager Approval Setup@ Project Time Manager Approval Setup Main(CT)*S,8$29913,"Project Time Manager Approval Setup@process Project Time Manager Approval Setup Main(PU)*P*S[pumb]

Project Time Manager Approval Setup@responds Project Time Manager Approval Setup Main- Conclusion Step(BUIR)*S[brmb]",62$16593
Time Core,Time Approval Parameter Container,Time Approval Parameter Container@ Review Project Time and Approve Start(CT)*S,8$30091,Worker Coordinated Time Block@responds Review ~Project~ Time/...- Conclusion Step(BUIR)*S[brmb],62$16748
Time Core,User Overtime Request Block,User Overtime Request Block@ Overtime Request for Worker Event Start(CT)*S,8$30165,User Overtime Request Block@responds Request Overtime/...- Subsequent Step(BUIR)*S[brmb],62$16786
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@ Hi volume Time Entry Clearance Helper Start(CT)*S,8$30332,"Worker Coordinated Time Block@process Delete Worker Coordinated Time Block (abstract)(PU)[pumb]

Worker Time Block@responds /Worker Time Blocks have b...-Mini Conclusion Step(BUIR)*S[brmb]",62$16914
Time Core,Time Approval Parameter Container,Time Approval Parameter Container@ Review Project Time Previous Next Start(CT)*S,8$30362,Worker Coordinated Time Block@responds Review ~Project~ Time/...- Conclusion Step(BUIR)*S[brmb],62$16748
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@ Time Block Micro Edit Delete Confirmation(CT)*S,8$30505,"Processable Time@process Time Tracking Processable Time API(PU)*P*S[pumb]+???+PA+TG

Worker Coordinated Time Block@process Time Block Micro Edit(PU)*P*S[pumb]+PA-TG

Worker Coordinated Time Block@responds /Delete was completed succ...-Mini Conclusion Step(BUIR)[brmb]-TG

Worker Coordinated Time Block@responds /Delete was completed succ...-Mini Conclusion Step(BUIR)*S[brmb]+TG","62$5858,62$18248"
Time Core,Project Time Manager Approval Setup,Project Time Manager Approval Setup@ Get Project Time Manager Approval Setups Request(CT)*S,8$30684,Project Time Manager Approval Setup@responds Project Time Manager Approval Setup@build Get Project Time Manager Approval Setups Response(BE)*P*S[remb](BWSR)*S[brmb],171$6329
Time Core,Project Time Manager Approval Setup,Project Time Manager Approval Setup@ Put Project Time Manager Approval Setup Request(CT)*S,8$30685,"Instance@add New or Get Process Instance from parm(GSS)*P*S(public)[rsmb]

Project Time Manager Approval Setup@responds Project Time Manager Approval Setup@build Put Project Time Manager Approval Setup Response(BE)[remb](BWSR)[brmb]

Reference Index@process Common-Reference ID(PU)(public)[pumb]+PA",171$6330
Time Core,Worker Time Block,Worker Time Block@ Default Time Entry for Last Week Start(CT)*S,8$31147,Worker Time Block@responds Enter Time by Type as Default Time Entry Task- Subsequent Step(BUIR)*S[brmb]+PA,"52$10081,26$98675,66$3,65$20,26$98902,62$17482,52$14171,13038$6254"
Time Core,Worker Time Block,Worker Time Block@ Default Time Entry for This Week Start(CT)*S,8$31148,Worker Time Block@responds Enter Time by Type as Default Time Entry Task- Subsequent Step(BUIR)*S[brmb]+PA,"52$10081,26$98675,66$3,65$20,26$98902,62$17482,52$14171,13038$6254"
Time Core,Worker Time Block,Worker Time Block@ Default Time Entry for Select Week Start(CT)*S,8$31149,Worker Time Block@responds Enter Time by Type as Default Time Entry Task- Subsequent Step(BUIR)*S[brmb]+PA,"52$10081,26$98675,66$3,65$20,26$98902,62$17482,52$14171,13038$6254"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@ Deleted Rows Requiring Comments(CT)*S,8$32036,"Worker Coordinated Time Block@process Enter Time By Type(PU)*P*S[pumb]

Worker Time Block@responds OK Clicked from Default Time Entry Task-View Conclusion Step(BUIR)*S[brmb]+???

Worker Time Block@responds OK Clicked from Non-Default Time Entry Task-Mini Conclusion Step(BUIR)*S[brmb]+???","62$10825,62$17180"
Time Core,Time Approval Parameter Container,Time Approval Parameter Container@ Review My Team's Time start(CT)*S,8$32810,Worker Coordinated Time Block@responds Review Time/...- Conclusion Step(BUIR)*S[brmb],62$12612
Time Core,Time Tracking API (Derived),Time Tracking API (Derived)@process System Break Blocks and Core Time API(PU)*P*S,11$13260,"Time Tracking API (Derived)@ Worker Time Block / /Time Tracking API Core Process for Calendar Path(PRU)*S+PA

Worker Time Block@ Worker Time Block /Created Updated and Deleted SBB as Derived Blocks /Worker Time Block(PRU)*P*S+PA",
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@process Enter Time Block Any Type(PU),11$13863,"Instance@process Common for WCTB(PU)(public)[pumb]+PA

Worker Coordinated Time Block@assigns Securing Organization(PU)[pumb]

Worker Coordinated Time Block@associate Time Clock Event(PU)*P[pumb]

Worker Coordinated Time Block@ Enter Time Details for WTB or In TCE(PRU)*P+???-TG

Worker Coordinated Time Block@ Enter Time Details for WTB or In TCE (Worktag Widget or Enter Time Weekly)(PRU)*P+???+TG

Worker Coordinated Time Block@process Enter Time Details for Out TCE(PRU)*P+???+TG

Worker Coordinated Time Block@process Enter Time Details for Time Off or Out TCE(PRU)*P+???

Worker Coordinated Time Block@process Enter Time Details for Time Off with Absence Occurrences(PRU)*P+???+TG

Worker Coordinated Time Block@process Splits for Time Off Entry(PU)*P[pumb]

Worker Coordinated Time Block@ Worker Coordinated Time Block /Worker Coordinated Time Block [Singular] /Common(PRU)*P*S+???+PA

Worker Coordinated Time Block@ Worker Document /Worker Documents without assigned Worker /Common(PRU)*P*S+PA",
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@process Worker Time Block Main Element(PU)*P*S,11$14025,"Instance@process static auto related updates(US)*S(public)[eumb]

Processable Time@process Time Tracking Processable Time API(PU)*P*S[pumb]+PA

Time Tracking API (Derived)@ Time Tracking API | The Calendar Path(PRU)*P*S+PA",
Time Core,Time Review Event,Time Review Event@process Put This Time Review Event into Save For Later(PU),11$14029,"Event@process Workflow(PRU)*P(public)*(final)(RETRACTED)+PA

Instance@Automatic Assignment(US)(public)[eumb]

Time Review Event@ Mass Submit Time Tracking Job Criteria /Mass Submit Time Tracking Job Criteria /Submit Time(PRU)*P*S+PA",
Time Core,Worker Time Block,Worker Time Block@process Additional Calculated Time Edit(PU)*S,11$14080,"Worker Time Block@ Worker Time Block /Worker Calculated Time SubEdit / /Common-Add references only(PRU)*P*S+TG

Worker Time Block@ Worker Time Block /Worker Calculated Time SubEdit / /Common-Add references only(PRU)*P*S-TG",
Time Core,,(implements for Time Review Event) Action Event@process Event Complete(PU)*O,11$14110,"Action Event@process process Pending Project Transaction Adjustment Events if Transaction is Changed(PU)(public)[pumb]

Time Review Event@ Create Event Lite for Time Periods Covered by TRE(PRU)*P*S+PA

Time Review Event@ Process Billable Transactions for Worker Time Block(PRU)*P*S+PA

Time Review Event@ Process Blocks and Offsets for Worker Time Block(PRU)*P*S+PA

Time Review Event@ Process Standard Cost and Fully Burdened Cost for Worker Time Block(PRU)*P*S+PA

Time Review Event@ Recalculate Time Off Balances(PRU)

Time Review Event@ Update Tax Authorities on Worker Time Blocks(PRU)*P*S+???+PA",
Time Core,Worker Time Block,Worker Time Block@process Adjust Existing Calculated Time From Reported Time Edit(PU),11$14116,"Instance@Automatic Assignment(US)(public)[eumb]

Worker Time Block@ Worker Time Block /Worker Calculated Time SubEdit / /Common-Add references only(PRU)*P*S+TG

Worker Time Block@ Worker Time Block /Worker Calculated Time SubEdit / /Common-Add references only(PRU)*P*S-TG",
Time Core,Time Review Event,Time Review Event@process Process Adjustments(PU)*S,11$14379,"Processable Time@process Processable Time API for Adjust Calculated Time(PU)*P*S[pumb]+PA

Time Review Event@ Cancel All In Progress Time Review Events(PRU)*P*S

Time Review Event@ Submit Adjust Calculated Time(PRU)*S+PA

Time Review Event@ Worker Time Block /Additional Calculated Time Edit / /Additional Calculated Time Edit(PRU)*S+???

Time Review Event@ Worker Time Block /Adjust Existing Calculated Time From Reported Time Edit / /Adjust Existing Calculated Time From Reported Time Edit(PRU)*P*S+???

Time Review Event@ Worker Time Block /Worker Time Blocks To Mark For Deletion /Common(PRU)*P*S+PA

Time Tracking API (Derived)@ Time Tracking API | The Calendar Path(PRU)*P*S+PA",
Time Core,,(implements for Time Review Event) Action Event@process Event Cancel{+2}(PU)*O,11$14400,"Time Review Event@ Recalculate Time Off Balances(PRU)

Time Review Event@set Worker Time Block entry status to Denied(PRU)+???+PA",
Time Core,Time Review Event,Time Review Event@process Enter Reported Time Edit - WATS(PU)*P,11$14496,"Time Review Event@createorupdate WCTB from Enter Time WATS(PRU)*P+PA

Time Review Event@ Process Time Blocks for Enter Time WATS(PRU)*P+???+PA

Time Review Event@ Time Review Event /Instance /Delete Incomplete Event(PRU)*P+???+PA

Time Review Event@ Time Review Event /Instance /Enter Reported Time Edit - WATS(PRU)*P+PA

Time Review Event@ Time Review Event /Instance /Invoke Completed(PRU)+???

Time Review Event@ Time Tracking API | The Enter Time WATS Path(PRU)*P*S+???+PA",
Time Core,Time Review Event,Time Review Event@process Enter Reported Time Edit - WATS(PU),11$14497,"Instance@Automatic Assignment(US)(public)[eumb]

Time Review Event@ Time Review Event /Instance /Delete Incomplete Event(PRU)*P+PA

Time Review Event@ Time Review Event /Time Review Event Selections /Cancel(PRU)*P*S",
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@process Time Block Micro Edit(PU)*P*S,11$14704,"Time Off Entry@mock Derived Time Off Event and Kick-Off Absence Table Re-Evaluation Job upon Deletion or Modification of Unsubmitted TETO against Absence Table(PRU)*P*S+???

Time Tracking API (Derived)@ Time Tracking API | The Calendar Path(PRU)*P*S+PA

Worker Coordinated Time Block@ Worker Coordinated Time Block /Enter Time Block Any Type / /Enter Time Block Any Type(PRU)*P*S+???

Worker Coordinated Time Block@ Worker Coordinated Time Block /Worker Coordinated Time Block [Singular] /Common-Delete the Old Time Off Entry or Incomplete Worker Time Block(PRU)*P*S+???+PA",
Time Core,Worker Time Block,Worker Time Block@process Auto fill from Schedule Edit(PU)*S,11$14931,"Time Tracking API (Derived)@ Time Tracking API | The Calendar Path(PRU)*P*S+PA

Worker Time Block@ Worker Coordinated Time Block /Auto fill Work Schedule Selection / /Common if Select parm(PRU)*P*S+PA",
Time Core,Worker Time Block,Worker Time Block@process Auto fill Work Schedule Selection(PU)*S,11$14932,"Worker Time Block@ Worker Time Block /Auto Fill from Schedule Event View / /Common for WCTB(PRU)*P*S+???

Worker Time Block@ Worker Time Block /New Instance /Common for WCTB(PRU)*S+???+PA",
Time Core,Time Review Event,Time Review Event@process Time Review Event Selection(PU)*P*S(public),11$14999,Time Review Event@ Time Review Event /Time Review Event Selection /Common(PRU)*P*S+PA,
Time Core,Worker Time Block,Worker Time Block@process Auto Fill from Prior Week(PU)*P,11$15050,Worker Time Block@ Worker Time Block /New Instance /Worker Time Block(PRU)+???+PA,
Time Core,Worker Time Block,Worker Time Block@process Time Tracking API | Clear Week(PU)*S,11$15284,"Calculated Time Block Container (Derived)@mock Derived Time Off Event and Kick-Off Absence Table Re-Evaluation Job upon Deletion or Modification of Unsubmitted TETO against Absence Table - HVTE(PRU)*P*S

Processable Time@process Time Tracking Processable Time API for Clear Week(PU)*P*S[pumb]+PA

Time Tracking API (Derived)@ Time Tracking API | The Calendar Path(PRU)*P*S+PA

Worker Coordinated Time Block@clear TOEs and IWTBs(PRU)*P*S+PA

Worker Time Block@ Worker Time Block /Worker Time Blocks to be cleared /Common(PRU)*P*S+PA",
Time Core,Time Review Event,Time Review Event@process Modified Time Blocks For Time Review Event(PU)*S,11$15306,"Time Review Event@ Time Review Event /Time Review Event Selections /Common(PRU)*P*S+PA

Time Review Event@ Worker Time Block /Worker Time Block Selections /Modified Blocks for Time Review Event(PRU)*P*S

Worker Coordinated Time Block@ Time Off Entry /Time Off entry Modified and not Completed /Update Time Off Entry Status and Attach It to Time Off Event(PRU)*P*S+???+PA",
Time Core,Worker Time Block,Worker Time Block@process Modified Blocks for Time Review Event(PU),11$15349,"Billable Transaction@process Reset Worker Time Blocks(PU)*P*S(public)[pumb]

Worker Coordinated Time Block@assigns Worker Coordinated Time Block.entry status Time Tracking Set Up Option-Time Tracking Set Up Option(AR)(public)[eumb]+PA

Worker Time@assigns Worker Time.has securing Organization-Worker Time@get Supervisory Organization for Worker Time(GRS)[rsmb]+DT(AR)[eumb]

Worker Time Block@assigns Time Block Approved-Common Boolean@get False(GAS)*S(public)[ramb](AA)[eumb]

Worker Time Block@assigns Worker Time Block.participates in approval for Time Review Event-Worker Time Block@get TRE Considering Project and Position Change On WTB In Progress(SSC)[rsmb](AR)[eumb]",
